name hub_score
250255_at 1.97829178757976e-16
251811_at 7.69335695169908e-17
264698_at 3.73677337653956e-16
260684_at 4.80834809481193e-18
265596_at 2.81357054233566e-15
250739_at 2.19810198619974e-16
257972_at 3.82140030300824e-14
250167_at 9.89145893789882e-17
245094_at 5.30292104170687e-15
267471_at 4.61601417101945e-16
257655_at 1.24962097915455e-14
245049_at 2.25305453585473e-16
254549_at 4.80834809481193e-18
266824_at 4.67388525058662e-10
253607_at 7.03392635583916e-16
258151_at 2.08819688688975e-16
249948_at 3.73677337653956e-16
264247_at 2.19810198619974e-16
255607_at 5.0556345682594e-16
256021_at 6.18216183618676e-18
253581_at 7.41859420342412e-17
262134_at 3.21252605283092e-14
257481_at 1.35183272151284e-15
248105_at 4.83582436963942e-16
256098_at 1.26980230301535e-13
249752_at 3.93716334411145e-12
254181_at 3.95658357515953e-16
261898_at 5.22049221722438e-17
257641_s_at 1.23643236723735e-17
266521_at 3.07734278067963e-16
263515_at 4.80834809481193e-18
256983_at 1.75848158895979e-16
253861_at 3.82030125201514e-14
264089_at 3.5650466588677e-14
245022_at 2.17024104352466e-13
251500_at 5.16553966756938e-16
259199_at 1.01112691365188e-15
256870_at 1.86838668826978e-16
258114_at 3.38370324500622e-15
260549_at 2.06072061206225e-17
245912_at 5.49525496549935e-18
253028_at 3.73677337653956e-16
247100_at 5.71506516411932e-16
246509_at 5.71506516411932e-16
247398_at 5.46777869067185e-16
266335_at 1.53867139033982e-16
251080_at 2.30800708550973e-16
261864_s_at 1.34523841555424e-14
256383_at 4.80834809481193e-18
255557_at 1.62659546978781e-15
258155_at 5.49525496549935e-17
252183_at 6.86906870687418e-18
254759_at 2.83150155928809e-12
262494_at 1.75848158895979e-16
261453_at 1.37381374137484e-17
266290_at 1.44391121371475e-12
255284_at 8.24288244824902e-17
248696_at 1.04409844344488e-16
254805_at 4.80834809481193e-18
253382_at 1.31815274344969e-10
248412_at 7.14383145514915e-17
249946_at 1.09905099309987e-15
245637_at 9.34193344134889e-17
264299_s_at 8.92978931893644e-18
262811_at 2.30800708550973e-16
262653_at 2.51256054399674e-09
262619_at 2.5003410093022e-16
259444_at 1.53867139033982e-16
259750_at 5.38585707822267e-11
259600_at 6.26459066066925e-16
250515_at 1.73966034070296e-14
253829_at 1.97829178757976e-16
254663_at 1.42876629102983e-16
262452_at 2.24536117890303e-13
248549_at 1.86838668826978e-16
264960_at 4.80834809481193e-18
262622_at 3.57191572757457e-17
261487_at 1.68979090189105e-16
264507_at 1.31886119171984e-16
253340_s_at 1.6485764896498e-16
248975_at 2.41791218481971e-16
249719_at 4.80834809481193e-18
260412_at 4.60233098615536e-13
256461_s_at 6.59430595859921e-17
264799_at 3.29715297929961e-16
261117_at 2.85753258205966e-16
253788_at 1.53867139033982e-16
247882_at 1.53867139033982e-16
255402_at 5.56559422905774e-14
248793_at 6.86906870687418e-18
266119_at 2.38779818760878e-13
261196_at 2.85753258205966e-16
263947_at 1.26390864206485e-16
258800_at 2.19810198619974e-16
246550_at 1.20895609240986e-16
259009_at 2.75202368672207e-14
260730_at 2.19810198619974e-16
264341_at 4.94572946894941e-17
246330_at 3.93185492781478e-15
247488_at 5.03309127390933e-10
260086_at 3.29715297929961e-16
259992_at 2.30800708550973e-16
251720_at 1.31886119171984e-16
252168_at 3.00477793886021e-12
250993_at 2.63772238343969e-16
258090_at 1.6485764896498e-16
255709_at 3.29715297929961e-16
258956_at 6.59430595859921e-17
245368_at 1.91234872799377e-15
265511_at 4.80834809481193e-18
249472_at 1.75848158895979e-16
253283_at 4.83582436963942e-16
262784_at 1.57164292013281e-15
248427_at 7.47354675307911e-16
255579_at 3.07734278067963e-16
247862_at 3.29715297929961e-16
256755_at 2.47286473447471e-17
261942_at 2.19810198619974e-17
257909_at 2.74762748274967e-16
247543_at 8.74844590507496e-15
252565_at 1.86838668826978e-16
266857_at 2.85753258205966e-16
266383_at 7.14383145514915e-17
263729_at 4.1763937737795e-16
253140_at 4.12144122412451e-17
267084_at 6.18216183618676e-18
261075_at 7.69335695169908e-17
260410_at 1.71726717671855e-16
263184_at 1.75848158895979e-16
248685_at 1.43975680096083e-15
255585_at 1.65100539234455e-12
259244_at 1.37381374137484e-17
258321_at 6.37921618399461e-12
255623_at 7.03392635583916e-16
255980_at 1.67620663161633e-12
260522_x_at 3.84667847584954e-17
248016_at 6.15468556135927e-16
262842_at 5.27544476687937e-16
245592_at 1.04409844344488e-16
255857_at 4.12144122412451e-17
248094_at 4.1763937737795e-16
260107_at 2.74762748274967e-16
261135_at 4.28629887308949e-16
262539_at 1.23643236723735e-17
258419_at 2.91248513171465e-16
261226_at 6.18216183618676e-18
263927_s_at 1.27941952674945e-08
248624_at 1.75848158895979e-16
265819_at 3.84667847584954e-17
252158_at 3.95658357515953e-16
260401_at 5.77001771377431e-17
251895_at 7.10491460900898e-11
261873_at 6.04478046204928e-17
251017_at 6.86906870687418e-18
264958_at 4.80834809481193e-18
250262_at 7.49264276408422e-14
261207_at 1.31886119171984e-16
250646_at 1.16359045466257e-10
261502_at 2.08819688688975e-16
245982_at 5.11884827098635e-08
255028_at 3.02239023102464e-17
251221_at 2.19810198619974e-17
252367_at 4.80834809481193e-18
259925_at 2.06072061206225e-17
259384_at 4.80834809481193e-18
258920_at 6.04478046204928e-17
262935_at 4.67096672067444e-17
263495_at 4.80834809481193e-18
265171_at 3.73677337653956e-16
260312_at 1.34523841555424e-14
267336_at 4.48550186558884e-16
254818_at 6.18216183618676e-18
252716_at 1.97829178757976e-16
246071_at 3.59368006953328e-10
248242_at 7.69335695169908e-17
262536_at 4.24535922359652e-13
267083_at 4.80834809481193e-18
249456_at 8.89681778914344e-15
259293_at 2.63772238343969e-16
247657_at 5.07470675183898e-09
245712_at 2.19810198619974e-16
249599_at 6.18216183618676e-18
258678_at 7.14383145514915e-16
247351_at 5.85148080214917e-10
247718_at 2.58926818160108e-09
248596_at 4.94572946894941e-17
245716_at 5.0556345682594e-16
254117_at 1.7035290393048e-16
250445_at 4.80834809481193e-18
263497_at 8.76102344463999e-11
246749_at 1.02651362755528e-14
262553_at 3.95658357515953e-16
260793_at 3.95658357515953e-16
264987_at 4.80834809481193e-18
247450_at 1.41777578109883e-15
258589_at 1.42876629102983e-16
259608_at 1.75848158895979e-16
252102_at 1.75083988740477e-10
251155_at 2.74762748274967e-17
263963_at 2.90140065292374e-10
260081_at 3.07734278067963e-16
253331_at 1.37381374137484e-17
254764_at 4.80834809481193e-18
246055_at 8.17788732014457e-12
247925_at 5.99403178244289e-11
261395_at 8.24288244824902e-17
245347_at 2.74762748274967e-16
250670_at 2.16416878678778e-14
260803_at 1.23643236723735e-17
262986_at 1.37381374137484e-17
264300_at 4.80834809481193e-18
254185_at 3.57191572757457e-17
257294_at 4.72591927032944e-16
266265_at 2.88500885688716e-17
261203_at 4.12144122412451e-17
248727_at 2.06072061206225e-17
265501_at 4.26610381109128e-14
260741_at 1.97829178757976e-15
249894_at 5.22049221722438e-17
255851_at 6.82147979887296e-13
251299_at 2.30800708550973e-16
260531_at 4.72591927032944e-16
245448_at 1.92333923792477e-17
260408_at 4.80834809481193e-18
257206_at 1.37381374137484e-17
245765_at 4.80834809481193e-18
245859_at 1.31886119171984e-16
261872_s_at 1.97829178757976e-16
245076_at 2.19810198619974e-17
260919_at 3.86684606157292e-13
247540_at 1.20895609240986e-16
262378_at 4.80834809481193e-18
262230_at 2.30800708550973e-16
257673_at 6.18216183618676e-18
267300_at 9.36270550511847e-13
255433_at 1.6485764896498e-16
253871_at 2.39593116495771e-15
247577_at 1.49470935061582e-15
262118_at 7.38692010332847e-11
253579_at 1.42876629102983e-16
254122_at 6.04478046204928e-17
247327_at 4.80834809481193e-18
263467_at 2.47286473447471e-17
253510_at 1.08632315831153e-11
266746_s_at 4.80834809481193e-18
260547_at 6.04478046204928e-17
250006_at 3.73677337653956e-16
263829_at 1.53867139033982e-16
262369_at 2.88461775299696e-08
262809_at 1.86838668826978e-16
255440_at 2.85753258205966e-16
246580_at 7.69335695169908e-17
252529_at 1.26390864206485e-16
260982_at 1.20895609240986e-16
262608_at 4.80834809481193e-18
249477_s_at 1.09905099309987e-17
266141_at 4.80834809481193e-18
259329_at 4.85625572760115e-12
244936_at 1.97829178757976e-16
258402_at 6.86906870687418e-18
260551_at 6.18216183618676e-18
257628_at 2.29928611587948e-12
255575_at 4.80834809481193e-18
254432_at 5.77001771377431e-17
254794_at 1.53867139033982e-16
266673_at 1.97829178757976e-16
254314_at 8.24288244824902e-17
254915_s_at 6.86906870687418e-18
245711_at 4.80834809481193e-18
255904_at 4.80834809481193e-18
264514_at 4.80834809481193e-18
252076_at 4.52761576863911e-10
266956_at 4.80834809481193e-18
261684_at 4.80834809481193e-18
245876_at 1.42876629102983e-16
259086_at 0.968718366188727
247778_at 0.977050382408742
259855_at 0.988931233826076
252695_s_at 0.964082718155247
265860_at 0.994936025496661
248714_at 0.943305779688418
257945_at 0.976653448013847
254390_at 0.834223442647373
264051_at 0.970981793028448
263479_x_at 0.937534240003817
257316_at 0.916654693986555
245160_at 0.942933997180198
256101_at 0.930844006815843
251613_at 0.979891056709947
255687_at 0.968857489427666
252857_at 0.871499534431749
264237_at 0.956780414600783
267149_s_at 0.959777259861226
257557_at 0.883848866051714
261730_s_at 0.974935669789135
248707_at 0.887850788949993
265018_s_at 0.994172189960874
249517_at 0.914270962499359
249676_at 0.906788932440887
258843_at 0.930241043946349
249131_at 0.876466018577518
257298_at 0.96836755808287
255661_at 0.991107214806183
265787_at 0.721484575330264
261466_at 0.759025594691938
260795_at 0.924104266844411
250506_at 0.713230420600226
251671_at 0.938566589912837
265914_at 0.945248955825761
261856_at 0.803965736559515
251201_at 0.876816861131873
264194_at 0.982523053736177
258290_at 0.930648480744548
247663_at 0.980887199807047
252704_at 0.920298127015857
265744_at 0.942567127046561
262191_at 0.898856081143163
248397_at 0.803150226357471
264253_at 0.872648672289315
246349_at 0.954345348821699
250103_at 0.571300529054795
252153_at 0.898442036015627
246367_at 0.108470576148285
258301_at 0.949874882001579
255383_at 0.143127326875812
254017_at 0.831615052873254
256470_at 0.868898873532234
255167_at 0.790242282317956
262122_at 0.932394477987452
265551_at 0.982001366281888
254916_at 0.792856321376633
263198_at 0.863213494357771
246688_at 0.939984155429672
249896_at 0.641755282584931
246878_at 0.930739197449763
264021_at 0.947273503901784
266936_at 0.840073555922227
247728_at 0.854501046330745
250067_at 0.799828538264534
266066_at 0.654463395399622
251606_at 0.854316031706883
261047_at 0.937402117983393
265491_s_at 0.92199698468703
263816_at 0.375578103062356
254868_at 0.265252109326791
245591_at 0.90450556743118
263818_at 0.928111932448476
262097_at 0.877354149635053
263316_s_at 0.977133897547368
248918_at 0.163610976791449
257119_at 0.596668643108985
246456_at 0.501903994737531
253936_at 0.130460837543663
264794_at 0.151683345162525
251268_at 0.909674542342265
266381_at 0.399305516094806
267295_at 0.941026140836839
249263_at 0.829366591077491
248662_at 0.836493816266156
260909_at 0.537479671580242
250121_at 0.851087320640975
246872_at 0.822307785853015
249141_at 0.899988565375663
255102_s_at 0.239459017001788
252063_at 0.823185418967468
247088_at 0.904878176590479
247704_at 0.969750050393921
257942_at 0.826463309828238
250583_at 0.39258619646203
251792_at 0.878164617691338
245931_at 0.923465328650167
255126_at 0.941777637957437
251350_at 0.721531583710645
263056_at 0.743957122434946
261912_s_at 0.678821922102815
246381_at 0.730172707494598
254537_at 0.662454860441881
248887_at 0.180593594003083
251027_at 0.825251818619725
255234_at 0.637222366772267
257872_at 0.499662500670792
263615_at 0.968153387210604
255252_at 0.987327494535074
249402_at 0.127775734222466
267395_at 0.866847675746538
253682_at 0.839141934697702
266681_at 0.892362106265804
257438_at 0.867136077314252
256550_at 0.537580877959176
260694_at 0.872559801392962
266339_s_at 0.909870229968247
255747_s_at 0.795176392468824
258169_at 0.0275041066846831
250048_s_at 0.317241531227597
263043_at 0.97604540898976
263858_at 0.907404088161801
263188_at 0.755450774703287
265568_s_at 0.926591813198847
261778_at 0.846638276188731
255612_at 0.91949448877689
251540_at 0.626098930839604
263453_at 0.947590738388473
249981_at 0.716452554498077
256604_at 0.945780394612292
252356_at 0.214605280589923
263468_at 0.985052301371034
256708_at 0.718537794019653
257796_at 0.86896449354748
265621_at 1
252702_at 0.878671799753802
246915_at 0.609538878558736
250551_at 0.809462830021545
265600_at 0.877864499977767
264867_at 0.811924631677982
245135_at 0.539540503464659
255608_at 0.914587098664841
261284_at 0.90463740181234
256531_at 0.934328614705965
263969_at 0.94041110638543
261567_at 0.0835267619390904
258199_at 0.904782626064322
246692_at 0.886694034596641
248365_at 0.18737526920822
254908_at 0.705475575771887
255391_at 0.611102881030756
266753_at 0.869991135824942
267131_at 0.13473043118261
257492_at 0.537583274458564
266937_at 0.900215442503268
246698_at 0.696881657185813
262012_s_at 0.877555395951395
265971_at 0.538727548413379
265956_at 0.530001843192435
251587_at 0.776510792372071
247661_at 0.662959428311009
261217_at 0.711946360746065
249586_at 0.942273748959491
245998_at 5.50783351431466e-06
253683_at 0.26154849651147
265969_at 0.789939307517851
245257_at 0.92672883923723
258278_at 0.383407937780421
256495_at 0.503484199642604
262547_at 0.915864541725856
250838_at 0.636265277951704
248325_at 0.826953204662013
264714_at 0.492660442791447
258711_at 0.427603469388129
264081_at 0.421250029471222
252458_at 0.844631157057224
248355_at 0.82691018410581
257289_at 0.462671482408998
257779_at 0.882940686109524
246176_at 0.560033070335644
256670_at 0.954041001487539
260447_at 0.94175200628176
256473_at 0.943790028140185
255275_at 0.83400153397266
254518_at 0.942325150104996
263229_s_at 2.44065720503548e-05
258019_at 0.395419337393562
256006_at 0.775434744456289
248194_at 0.71700470333197
254774_at 0.370395860083744
254316_at 0.909511487778076
265714_at 0.53816647145485
257781_at 0.239526163579569
249349_at 0.836953155692516
263295_at 0.00329771353638106
264740_at 0.751052122616733
256667_at 0.210681153922618
254338_s_at 0.835613006313178
253902_at 0.611526141842665
253315_at 0.842338110512939
267329_at 0.968730219012789
266794_at 0.61746207655818
245103_at 0.616381638245185
250046_at 0.638834444469454
252111_at 0.629190833452442
249696_at 0.457001983980773
258763_s_at 0.264738846403246
259578_at 0.878507883451204
248356_at 0.172257103456323
267107_at 0.848197235203741
260765_at 2.55629057416875e-06
249413_at 0.739455433088596
245447_at 0.699289413032866
252260_at 0.890341863434238
266274_at 0.944816965192725
246637_at 0.361567795688575
249371_at 0.559803006233762
255291_at 0.72749415228382
255454_at 0.501055149511435
260121_at 0.663785532802783
266250_at 0.370853643110605
245504_at 0.0570353537952381
252071_at 0.7641964416127
253845_at 0.22348481979285
257466_at 0.0059204912790575
264503_at 0.092093425704539
255099_at 0.352211804017612
249603_at 0.767113845178588
258659_at 0.800126208882182
263968_s_at 0.538311089392403
245554_at 0.638893507620047
265690_at 4.80834809481193e-18
256886_at 0.849003549871006
264216_at 0.147832087371007
265498_at 0.532019148086108
257605_at 0.611922113103582
245907_at 0.478891359547763
256080_at 0.720330361109756
263123_at 4.970173419705e-05
253621_at 0.812221102297675
245923_at 0.620349084681906
245801_at 0.443362006107787
262817_at 0.653122327019095
246251_at 0.774065495927498
258307_x_at 0.79709722641171
249617_at 0.103776230193025
260668_at 0.00119062922023407
255470_at 0.371155003933813
264923_s_at 4.80834809481193e-18
264912_at 0.000663466921360163
245609_at 0.432544856285661
248240_at 0.840427012254704
257508_at 0.533250547816616
254768_at 0.652659297838673
261680_at 0.713161851947895
262779_at 0.0122282577842082
266487_at 0.626305991339568
255315_at 0.862234695256068
256758_at 0.784772237561354
266543_at 0.594709223804184
258446_at 0.500576187882715
265705_at 0.0672232362640103
263357_s_at 0.667889680003917
246834_at 0.666273123837559
259127_at 0.209271845641887
254212_at 0.768533285540864
265851_at 0.727960894555598
263932_at 0.849858720604119
259879_at 0.0366143531722284
267024_s_at 0.00982381976544066
261779_at 0.548853920695651
261574_at 0.00133834556947666
260012_at 2.57462155639026e-06
267038_at 0.00734393386457905
265124_at 0.375143890920519
262835_at 0.8396671372356
250142_at 2.64302741661012e-06
266859_at 0.894506174376284
252580_at 0.557121204665905
250508_at 0.787716838195571
266267_at 0.0626595455245067
261045_at 0.0158245208338188
249009_at 2.48745009348742e-05
259208_at 0.934447760935473
265828_at 0.0754204998540773
257133_at 0.0553816474721127
246105_at 0.608232928865246
264809_at 0.0109198971817426
264647_at 0.00869748376210594
249511_at 0.153114645841216
256700_at 0.48080432720926
250172_at 0.000554911447895343
245151_at 0.00406384601222229
249132_at 0.771080297162656
252520_at 0.000103126107964859
257153_at 1.66920829987771e-05
254216_at 0.00277292131708503
258013_at 0.780292263390106
254522_at 0.000489192151001066
263081_at 0.217627345327809
265833_at 0.432294976422906
255173_at 0.14450770200743
257437_s_at 0.117753232296249
248867_at 0.0441934440310057
250479_at 0.00471832995665441
260119_at 0.170817614194512
264559_at 0.175331011732259
258487_at 0.000492102257155334
253874_at 0.000503463841326062
260920_at 0.205669750661982
262404_at 0.00330782694341167
267164_at 0.347361001803721
249468_at 0.00022358826413002
257027_at 0.699631582300691
254436_at 0.0473037543329098
246540_at 6.18216183618676e-18
245696_at 0.760396940957871
259027_at 0.298861992852822
266191_at 0.000458248601245909
248551_at 4.8979959649802e-06
265632_at 0.549062126420248
250069_at 0.673119213335402
266387_at 0.220961731679778
246869_at 0.723080410050508
249097_at 6.18216183618676e-18
247204_at 0.905395522829889
260869_at 0.000489488211527722
258645_s_at 0.0942521012994182
251438_s_at 4.80834809481193e-18
260318_at 0.327099377168252
254897_at 0.287269050439603
255489_at 0.295525938588017
258930_at 0.000488692277025464
256349_at 0.000533442746467143
265854_at 0.573643985182138
267042_at 0.690591857490071
267457_at 6.18216183618676e-18
250348_at 0.0547266360231122
259120_at 0.591742924699454
249384_at 0.000566112653466158
261590_at 0.0203834396148364
253298_at 1.73226439946378e-05
260558_at 4.90254057898637e-05
253629_at 4.80834809481193e-18
257922_at 0.00271978747001596
249194_at 0.585804574497509
256266_at 4.80834809481193e-18
252862_at 0.373288625010417
253998_at 2.21928493705876e-05
253957_at 0.000484826097553123
252746_at 1.15515229275584e-05
261569_at 1.84632172426674e-09
264706_at 0.629784315818019
261826_at 5.13852298997631e-06
255807_at 1.29615174440459e-05
251977_at 0.628306206175307
260623_at 2.76665108003248e-09
252882_at 4.80834809481193e-18
261985_at 0.233642797919996
246991_at 8.63834352196279e-05
260603_at 3.62332664805021e-07
249227_at 1.1951343962318e-06
265049_at 3.10864095542608e-05
246149_at 3.50498594681422e-07
251226_at 2.27534275974556e-05
267178_at 6.92779654019586e-05
264640_at 0.00369991473143474
260495_at 7.64251717450351e-10
251480_at 4.80834809481193e-18
266719_at 6.18216183618676e-18
254828_at 2.07583476818843e-10
247477_at 2.44191831098596e-07
250801_at 0.000453930663476036
248311_at 2.60292547831903e-09
247297_at 2.59973727103622e-08
264846_at 7.16037645021167e-05
248486_at 0.0150355038648197
267384_at 6.18216183618676e-18
250152_at 1.65596116377539e-05
254564_at 4.80834809481193e-18
253613_at 0.00341627007226222
257057_at 1.29330624692767e-08
250663_at 2.01159297497051e-09
259276_at 8.1753050960006e-06
262666_at 3.33779533374046e-06
245003_at 6.18216183618676e-18
265698_at 4.80834809481193e-18
248844_s_at 4.13613900320207e-08
248178_at 4.5092088417934e-08
246390_at 8.69160970394376e-08
262826_at 2.20347909318348e-12
253515_at 3.13308379697139e-05
261150_at 1.14937066872946e-07
255632_at 4.65046680319189e-05
256289_s_at 4.80834809481193e-18
255591_at 1.48291881091333e-07
247634_at 6.05454652136668e-06
264567_s_at 6.46452748786812e-06
258879_at 6.05439227443546e-06
258586_s_at 0.00166229500395475
247755_at 4.80834809481193e-18
245226_at 1.42902873478039e-05
261099_at 1.70075059276824e-05
254820_s_at 8.0766729645018e-06
254044_at 2.05158475207351e-05
260557_at 2.59973727103622e-08
246652_at 2.75237322169014e-06
257041_at 0.000445989288159356
262427_s_at 8.91269804866681e-06
264953_at 9.52863343924673e-06
248636_at 3.71789618785108e-06
263552_x_at 2.56533054468784e-06
260553_at 1.71794422421049e-05
261562_at 5.00023944565063e-05
249732_at 4.80834809481193e-18
250683_x_at 4.27503915278286e-06
250464_at 1.47071990440469e-05
252214_at 6.86906870687418e-18
267626_at 1.37381374137484e-17
260150_at 6.86906870687418e-18
251861_at 4.80834809481193e-18
266168_at 6.18216183618676e-18
258209_at 4.80834809481193e-18
247933_at 4.80834809481193e-18
253884_at 7.36387799369468e-08
258139_at 7.35244782819681e-08
250351_at 1.07414340003091e-07
262148_at 7.32326076180105e-08
252515_at 9.08154389732111e-08
251635_at 7.38921060033356e-08
255811_at 9.01326152967733e-08
250296_at 9.02243718989203e-08
247691_at 6.93045547911632e-08
266590_at 5.37676309508157e-08
266690_at 7.20262964577585e-08
254839_at 1.05099619650343e-07
250624_at 7.44576319238635e-08
254414_at 5.48332403719939e-08
260978_at 7.40862865965687e-08
255891_at 5.6183385742498e-08
249575_at 5.41774310172701e-08
247264_at 5.33283611068805e-08
257035_at 5.45512347897503e-08
265675_at 5.61601358023214e-08
263374_at 5.53242177515839e-08
254403_at 7.2646208960642e-08
255576_at 5.36432037829996e-08
258695_at 1.04075782871386e-07
267263_at 1.03539354545711e-07
263320_at 5.2091591023254e-08
262911_s_at 5.4780909718388e-08
258133_at 3.407817392938e-06
247128_at 3.49169135319682e-08
247792_at 2.3507420040265e-08
264741_at 3.21342435116962e-08
254101_at 5.52537671761409e-08
265197_at 3.32569024278621e-08
245904_at 3.09492803618963e-08
245903_at 5.30647640133028e-08
256603_at 1.9045961937404e-08
248434_at 5.34776783506512e-08
250199_at 5.20384552488527e-08
264082_at 4.94119108294814e-08
265872_at 3.27854661749294e-09
263406_at 4.86204325099914e-08
259913_at 5.49199255132384e-08
258984_at 2.0490829094682e-08
247509_at 5.02536780296042e-08
256779_at 5.07408473293892e-08
266098_at 4.26260348314919e-08
264594_at 1.9822964876074e-08
249917_at 2.75160674194492e-08
251130_at 5.24362155194119e-08
248759_at 2.14445071731678e-08
262967_at 2.65210831909358e-08
256245_at 3.44046818914155e-06
245769_at 5.19028940790079e-08
262947_at 4.58528149602348e-09
256145_at 4.93108666309741e-08
245243_at 5.56478804438087e-08
255550_at 7.09833201014156e-08
266532_at 1.7374423678748e-08
265151_at 2.45627941314305e-08
247851_at 3.95709831789025e-08
260456_at 7.13225361236744e-08
246874_at 5.2165321870253e-08
267238_at 8.70804923073462e-09
262357_at 6.40503733198853e-08
263164_at 3.20228822577444e-08
245352_at 3.36130351309308e-08
250909_at 2.65018920021147e-08
263881_at 4.83209341683694e-08
260248_at 7.01386045431366e-08
263931_at 1.22957113696216e-08
251509_at 2.41191449649461e-08
249626_at 2.48229604274281e-08
263258_at 2.08356510793129e-08
254042_at 5.1236444855582e-08
254263_at 4.42471149556621e-08
247459_at 6.6910549779014e-10
266670_at 2.017094275266e-08
246781_at 2.52308216360446e-08
251381_at 4.30278202224462e-09
250053_at 1.32192081340231e-08
259008_at 3.26608033485994e-11
259661_at 2.02172215039534e-09
254060_at 1.88457948573735e-08
248657_at 3.47513600738195e-08
260917_at 5.17939055882262e-08
250781_at 7.76866711299417e-10
264758_at 2.89060656978244e-08
250332_at 1.54059159508431e-08
263127_at 2.95704047433436e-08
257196_at 1.09139648540267e-08
250910_at 1.36483365948246e-09
266613_at 1.82803817434396e-09
254336_at 1.0095885710976e-07
254823_at 7.06975494342419e-08
264968_at 9.23639961953478e-09
253550_at 1.12278495973003e-08
246302_at 2.50421033702092e-08
259618_at 2.21348694162155e-08
252414_at 3.93471204825272e-10
260391_at 2.17343629689208e-08
254234_at 6.18691980378405e-09
246554_at 8.91800252457992e-09
265430_at 5.3094036137453e-08
246864_at 2.0699758853328e-10
252572_at 1.45022013569627e-08
255578_at 1.57072337164316e-10
259399_at 5.12373599694009e-08
254551_at 2.21355610490054e-09
266756_at 8.17249151610534e-08
247717_at 2.07587405239237e-09
264458_at 3.71495244444521e-09
248332_at 8.06345011261258e-08
249619_at 4.67975130777238e-08
253052_at 2.80647526695339e-09
253038_at 2.08394365626294e-08
263128_at 1.54835860164116e-09
262344_at 9.50317389368538e-09
256430_at 7.77985226485604e-12
245571_at 7.07200608561132e-08
249860_at 1.96456402960359e-08
249937_at 7.50542079253142e-09
249053_at 9.36298480474925e-08
258362_at 2.81784084628003e-07
253776_at 1.72055031899579e-08
247154_at 1.19329812832516e-08
248017_at 1.12582464462748e-09
260025_at 2.53962328110517e-08
263897_at 3.7464726554208e-09
254402_at 2.52472901238594e-08
246000_at 1.84776097413043e-09
246214_at 5.79741780678317e-08
246612_at 2.3311624963104e-09
249372_at 3.34883903949801e-10
249126_at 6.1069598215094e-09
267036_at 2.00135705421798e-09
265448_at 1.79162597749298e-09
258939_at 1.38983847196454e-08
266319_s_at 4.64621186096351e-10
259150_at 3.41925758639694e-08
246389_at 4.97481893961699e-08
261655_at 1.7754309555462e-08
261838_at 5.52357926807312e-08
267493_at 3.28579865711267e-08
266155_at 2.6295042516198e-09
257186_at 3.17262118182897e-08
245659_at 1.96027792416348e-09
255900_at 8.22755996288566e-09
245228_at 4.97068823559109e-09
257224_at 2.38689674598423e-09
251975_at 5.79082958956707e-08
256183_at 1.96409305987583e-09
252234_at 2.32025367883972e-09
260444_at 4.29081445598076e-09
253999_at 2.13252260258736e-08
253540_at 9.98725016943015e-08
245627_at 3.7019782881502e-08
266037_at 9.57152961199244e-09
261768_at 6.24100669691484e-09
260400_at 5.36092871572767e-08
247863_at 9.03191863247024e-13
245749_at 4.24134241202694e-10
261866_at 1.964145264798e-09
261077_at 1.00528493227718e-07
245734_at 1.31509676402221e-08
259058_at 2.26536320358481e-08
264940_at 4.49206999215278e-08
263065_at 2.18558434491383e-11
264894_at 2.50825142882504e-11
264255_at 4.01166722401318e-08
256861_at 2.70470562445138e-08
247992_at 4.80834809481193e-18
246727_at 2.98059322504056e-08
254389_s_at 1.06962878254603e-09
262607_at 4.05839509150437e-08
265729_at 4.30325525162123e-09
247447_at 9.00570156674276e-08
248985_at 5.15595594290955e-12
265244_at 9.96963240179368e-10
258366_at 3.45670825674838e-11
253453_at 4.49380160853927e-08
262644_at 1.93883259274603e-09
252395_at 1.20365176458288e-09
249147_at 4.98629591589476e-08
263490_at 1.37179595409077e-08
257814_at 4.47754303506786e-08
263594_at 4.80834809481193e-18
262373_at 2.22064974269684e-09
245703_at 3.38484224570061e-06
267168_at 4.56778761121685e-08
264814_at 1.92560688785781e-09
251078_at 1.3626693555124e-08
255644_at 5.20240017611285e-08
265366_at 1.76647792679401e-10
255590_at 1.48083842586109e-09
254878_at 4.79797719466121e-08
247194_at 1.92592612919978e-11
265615_at 9.44553834074603e-10
267181_at 1.91579914143596e-08
265460_at 5.17075345557555e-10
255832_at 1.57617053763246e-09
258385_at 1.54317295071423e-09
265214_at 1.02624687469064e-08
264217_at 1.21908037431013e-08
258091_at 3.85757453333819e-09
263988_at 3.39897406360872e-06
258811_at 1.95041365574715e-09
260841_at 2.57834538859797e-08
254153_at 6.42521102843544e-10
258880_at 2.53587923530821e-10
263179_at 1.94203649124856e-08
249376_at 5.30009568933789e-08
248236_at 1.99060263143081e-08
255941_at 6.55568135011811e-10
249784_at 1.30162922615158e-10
257946_at 3.67599137249308e-09
256255_at 5.12337435640891e-09
255521_at 4.61042848613824e-09
247800_at 2.11022692442604e-10
265118_at 3.48893050852683e-12
253519_at 7.67737540392195e-08
267628_at 4.80834809481193e-18
264652_at 7.27316348971827e-10
246018_at 1.48333459926902e-08
245463_at 1.68612473155031e-09
255587_at 6.29619400935721e-11
265989_at 3.33547021838757e-08
262736_at 4.94012246797419e-10
262831_at 3.85209786552309e-08
262307_at 5.13794711314682e-08
246212_at 8.92911498520911e-09
249239_at 8.4955567334369e-09
