name hub_score
248676_at 2.5058362642677e-15
263847_at 1.31886119171984e-16
247997_at 1.19796558247886e-15
260343_at 4.1763937737795e-16
256221_at 5.66011261446433e-16
264314_at 1.31886119171984e-16
249874_at 6.86906870687418e-18
246375_at 1.14301303282386e-15
256948_at 1.92333923792477e-17
264019_at 1.20016368446506e-14
263471_at 7.03392635583916e-16
255465_at 1.97829178757976e-16
266887_at 3.95658357515953e-16
245861_at 4.61601417101945e-16
256274_at 7.47354675307911e-16
260592_at 2.68636912802177e-13
259160_at 2.5278172841297e-15
263457_at 6.59430595859921e-17
247266_at 2.19810198619974e-16
252387_at 1.20895609240986e-16
267237_s_at 2.08819688688975e-16
263548_at 6.81411615721919e-16
255759_at 2.96743768136965e-15
267570_at 4.65997621074344e-15
253329_at 3.73677337653956e-16
258355_at 1.93432974785577e-15
263332_at 1.43975680096083e-15
266778_at 1.53867139033982e-16
265864_at 1.20895609240986e-14
251935_at 2.19810198619974e-16
258814_at 2.24228383612235e-13
250225_at 2.41791218481971e-16
246326_at 3.46201062826459e-16
255062_at 8.57259774617898e-16
248062_at 1.15400354275486e-16
263864_at 4.39620397239948e-16
257826_at 2.07500827497255e-14
253733_at 6.37449575997924e-16
247190_at 1.09905099309987e-15
257832_at 8.79240794479895e-17
266668_at 9.2320283420389e-16
246152_at 9.67164873927885e-16
258756_at 1.18697507254786e-15
264128_at 1.6485764896498e-16
259468_at 1.23093711227185e-15
250216_at 2.63772238343969e-16
266957_at 5.93487536273929e-16
259158_at 5.60516006480933e-16
267199_at 1.7035290393048e-15
258428_at 1.49470935061582e-15
246484_at 9.2320283420389e-15
263971_at 2.5278172841297e-16
252468_at 7.91316715031906e-15
250198_at 1.50569986054682e-15
256149_at 7.69335695169908e-16
248277_at 3.51696317791958e-16
260546_at 8.77042692493696e-15
262505_at 2.38900714370119e-13
260523_at 1.36282323144384e-15
259382_s_at 9.89145893789882e-17
266598_at 6.37449575997924e-16
261370_at 2.06072061206225e-17
262316_at 3.18724787998962e-16
262698_at 3.51696317791958e-16
250405_at 7.25373655445914e-16
252588_at 6.86906870687418e-16
252319_at 2.14754564051714e-14
262543_at 5.27544476687937e-16
266280_at 2.08819688688975e-16
262502_at 6.37449575997924e-16
253268_s_at 3.18962765510498e-10
261205_at 4.86879589943242e-15
250815_s_at 7.89118613045706e-14
263098_at 4.39620397239948e-17
265025_at 4.39620397239948e-17
264024_at 8.8581037179115e-13
251642_at 2.19810198619974e-17
258946_at 1.48371884068482e-16
256091_at 1.25291813213385e-14
262892_at 1.98213846605561e-13
248500_at 1.84640566840778e-15
263758_s_at 2.33987956430962e-14
245642_at 3.21486153619125e-14
262103_at 6.59430595859921e-16
253020_at 4.09028312847013e-11
249977_at 3.73677337653956e-16
251320_at 8.352787547559e-16
250138_at 4.1763937737795e-16
258434_at 6.18216183618676e-18
254022_at 3.51696317791958e-16
249174_at 1.6925385293738e-15
255939_at 3.67083031695356e-15
255836_at 4.61601417101945e-16
263593_at 8.66052182562697e-15
266095_at 9.89145893789882e-16
267364_at 2.11045266950002e-14
246829_at 3.95658357515953e-15
247707_at 9.35841920624538e-15
266545_at 3.29715297929961e-16
264992_at 4.70613635245364e-14
246517_at 4.39620397239948e-17
259889_at 1.04409844344488e-16
264811_at 4.83582436963942e-16
245668_at 1.15400354275486e-16
250312_at 9.01221814341893e-16
260799_at 4.28629887308949e-16
263158_at 2.83653985083168e-09
256512_at 3.3982656706648e-14
246057_at 9.89145893789882e-16
253281_at 2.10124664470448e-09
264384_at 2.76960850261167e-15
251551_at 6.59430595859921e-17
247109_at 3.62589561710067e-12
249763_at 5.4069901802435e-12
260100_at 1.97829178757976e-16
251958_at 3.95658357515953e-16
248963_at 1.42876629102983e-16
261738_s_at 9.56174363996886e-16
258970_at 6.04071397337481e-13
264945_at 2.28053081068223e-16
264069_at 1.75848158895979e-16
250649_at 1.53867139033982e-16
256676_at 7.5504803225961e-15
245110_at 2.85423542908036e-14
246775_at 5.27544476687937e-16
265138_at 6.04478046204928e-17
260829_s_at 1.81892939358028e-15
252340_at 1.43975680096083e-15
267495_at 5.60516006480933e-16
252724_at 5.49525496549935e-17
265226_at 3.84667847584954e-17
261923_at 1.01112691365188e-15
265192_at 4.53358534653696e-15
266275_at 7.91316715031906e-16
266795_at 9.89145893789882e-17
256206_at 7.69335695169908e-17
265478_at 3.07734278067963e-16
250394_at 7.03392635583916e-16
251956_at 5.0556345682594e-16
259548_at 5.22049221722438e-17
247355_at 8.13297734893903e-16
249276_at 9.89145893789882e-17
266296_at 1.6045045448265e-12
261553_at 1.16499405268586e-15
258215_at 1.25291813213385e-15
248744_at 1.31886119171984e-16
249636_at 1.09905099309987e-15
248339_at 3.07734278067963e-16
261318_at 3.84667847584954e-17
259118_at 4.28629887308949e-16
257754_at 2.49314442339938e-11
247035_at 8.66062623547131e-12
265412_at 1.27489915199585e-15
260070_at 1.78595786378729e-17
265093_at 2.74762748274967e-16
261632_at 2.74762748274967e-16
263473_at 2.80752576187362e-14
249742_at 1.37381374137484e-16
254958_at 1.01607264312083e-14
260746_at 5.40920476799459e-12
264165_at 2.23305180778031e-13
262236_at 3.02239023102464e-17
251985_at 4.83582436963942e-16
264656_at 4.68745248557094e-15
257199_at 7.69335695169908e-17
258806_at 3.40705807860959e-16
256589_at 2.24574265950274e-09
254147_at 2.5278172841297e-16
266157_at 1.23093711227185e-15
266347_at 4.61601417101945e-16
261102_at 1.47272833075382e-14
247525_at 3.62686827722957e-16
260292_at 7.03392635583916e-16
250419_at 2.63772238343969e-16
266500_at 1.86618858628358e-14
266745_at 3.51696317791958e-16
260362_at 1.07573792343423e-11
261901_at 6.18216183618676e-18
258292_at 3.47300113819559e-15
256060_at 1.59362393999481e-16
256918_s_at 1.20895609240986e-16
245770_at 8.352787547559e-16
254833_s_at 6.31716926017915e-12
264094_at 1.18697507254786e-15
252269_at 7.95053488408445e-14
267592_at 7.25373655445914e-16
255070_at 4.37675076982161e-13
259040_at 1.73100531413229e-16
249322_at 7.41859420342412e-17
254645_at 2.85753258205966e-16
258909_at 1.51119511551232e-17
250529_at 1.75848158895979e-16
250049_at 2.55777191894664e-12
254343_at 7.78128103114707e-15
265291_at 8.99023712355693e-15
248634_at 3.84667847584954e-17
251197_at 2.63772238343969e-16
257985_at 3.40705807860959e-16
258109_at 7.41145037196897e-14
265629_at 5.40183563108586e-15
255331_at 1.09905099309987e-16
260656_at 4.80834809481193e-18
258138_at 5.0556345682594e-16
256786_at 5.27544476687937e-16
262952_at 1.44415300493323e-14
264400_at 9.61669618962385e-15
248201_at 4.39620397239948e-16
267530_at 4.93913516299081e-14
257756_at 2.63772238343969e-16
245194_at 1.6485764896498e-16
260556_at 8.24288244824902e-17
256426_at 1.31886119171984e-15
249069_at 2.22843579360929e-13
263118_at 5.8799228130843e-16
252067_at 2.19810198619974e-16
254608_at 2.41791218481971e-16
259210_at 3.51696317791958e-16
263842_at 6.04478046204928e-16
256741_at 7.69335695169908e-16
251442_at 3.07734278067963e-16
260264_at 1.20895609240986e-16
263126_at 9.61669618962385e-18
257744_at 1.15400354275486e-16
255302_at 2.19810198619974e-16
249529_at 1.6705575095118e-15
245638_s_at 2.5497983039917e-15
256525_at 4.1763937737795e-16
266874_at 5.93487536273929e-16
263153_s_at 5.44030241584435e-16
254293_at 1.27489915199585e-15
253303_at 9.05892781062567e-14
264885_s_at 1.04409844344488e-16
257765_at 7.47354675307911e-16
261715_at 3.29715297929961e-16
247414_at 1.86838668826978e-16
262738_at 9.89145893789882e-17
250474_at 1.42876629102983e-16
260462_at 2.02443346523327e-10
244969_at 4.53358534653696e-15
254057_at 1.20895609240986e-15
267361_at 4.42335053192904e-13
252043_at 8.57259774617898e-16
261122_at 5.0556345682594e-16
262714_s_at 2.08819688688975e-16
256536_at 4.80834809481193e-18
259038_at 1.01112691365188e-15
256725_at 6.92883509987895e-12
258923_at 8.11309793438604e-10
265172_at 8.68250284548897e-16
252118_at 1.42876629102983e-16
255850_at 3.73677337653956e-16
248698_at 6.7042110579092e-16
254211_at 2.41791218481971e-16
258983_at 7.90044145868015e-10
253029_at 1.53867139033982e-15
260146_at 4.80834809481193e-18
246417_at 1.42507457874401e-11
254282_at 2.63772238343969e-16
251946_at 4.64898570081245e-15
245569_at 1.75848158895979e-16
256914_at 7.69335695169908e-17
248271_at 1.09905099309987e-15
256965_at 3.02239023102464e-17
254872_at 2.30800708550973e-16
253384_at 1.20895609240986e-16
256765_at 8.56160723624798e-15
250517_at 2.28522881405733e-10
257140_at 3.07734278067963e-16
249404_at 7.91316715031906e-16
253686_at 6.26459066066925e-16
251015_at 1.75848158895979e-16
249869_at 3.51696317791958e-16
251752_at 7.03392635583916e-16
250975_at 1.37518755511621e-15
265200_s_at 8.21825458388034e-10
250421_at 8.79240794479895e-16
251282_at 4.80834809481193e-18
244985_at 4.97870099874241e-15
246463_at 1.50401831252738e-12
267201_at 3.73677337653956e-16
255482_at 3.73677337653956e-16
251920_at 4.1763937737795e-16
253553_at 1.48371884068482e-15
265098_at 2.41791218481971e-16
247390_at 1.34084221158184e-15
249090_at 7.03392635583916e-16
264191_at 3.95658357515953e-16
245307_at 5.49525496549935e-16
248250_at 8.29277936333575e-13
254427_at 5.71506516411932e-16
250532_at 6.15468556135927e-16
265059_at 9.99037352727781e-15
266926_at 1.13202252289287e-15
262050_at 2.62618234801214e-14
247983_at 2.00600270979429e-10
259172_at 1.97829178757976e-16
251662_at 3.73677337653956e-16
251327_at 2.36295963516472e-16
248605_at 5.66231071645053e-14
253343_at 7.88783402492810e-13
249990_at 1.03310793351388e-15
266016_at 7.41859420342412e-17
254410_at 4.80834809481193e-18
262518_at 1.23643236723735e-17
258534_at 3.51696317791958e-16
259757_at 5.55020751515434e-16
262319_s_at 4.80834809481193e-18
251487_at 4.67096672067444e-17
247386_at 4.39620397239948e-16
259968_at 8.24288244824902e-17
263982_at 3.40705807860959e-16
255736_at 1.02805229894562e-12
261937_at 2.63772238343969e-16
245937_at 8.24288244824902e-17
260235_at 3.95658357515953e-16
255621_at 6.59430595859921e-17
253421_at 1.97829178757976e-16
262517_at 1.15400354275486e-15
248753_at 3.02239023102464e-17
266120_at 6.59430595859921e-16
262629_at 1.40129001620233e-16
258804_at 4.83582436963942e-16
251730_at 2.30800708550973e-16
254758_at 1.26390864206485e-16
253411_at 2.63772238343969e-16
248021_at 1.53867139033982e-16
265290_at 1.24742287716835e-15
257937_at 3.29715297929961e-16
251119_at 2.85753258205966e-16
258287_at 1.43975680096083e-15
265330_at 5.99257553987704e-14
259363_at 7.03392635583916e-16
254133_at 2.13215892661375e-15
247867_at 4.39620397239948e-17
251937_at 2.23107351599273e-15
252859_at 4.73689054686806e-12
246173_s_at 2.24206402592373e-15
246464_at 1.6338027604473e-09
258180_at 1.23093711227185e-15
254659_at 2.36295963516472e-16
244984_at 1.11663580898947e-14
245285_s_at 2.85753258205966e-16
262645_at 2.41791218481971e-16
252160_at 6.86906870687418e-18
266064_at 8.24288244824902e-18
245628_at 1.51119511551232e-17
256789_at 7.69335695169908e-16
247223_at 1.56065241020181e-15
250412_at 1.86838668826978e-16
258897_at 6.37449575997924e-16
264855_at 2.41791218481971e-16
250865_at 2.24206402592373e-15
265208_at 6.40936535083732e-11
248228_at 2.43989320468171e-15
258815_at 2.41324778602777e-08
251521_at 3.29715297929961e-16
262620_at 2.00576806240726e-16
248381_at 7.96811969997405e-17
245188_at 2.5003410093022e-15
251799_at 4.57205213129546e-15
252291_s_at 4.80834809481193e-18
247348_at 5.93487536273929e-16
267596_s_at 3.02239023102464e-17
266891_at 1.04409844344488e-16
257730_at 4.1763937737795e-16
255652_at 2.63772238343969e-16
249826_at 2.19810198619974e-16
256061_at 9.34468106883164e-15
261177_at 5.71506516411932e-16
266002_at 3.29715297929961e-16
248728_at 2.74762748274967e-17
259173_at 9.34193344134889e-16
257891_at 3.73677337653956e-16
246052_at 1.00013640372088e-15
248037_at 1.09905099309987e-17
246225_at 6.15468556135927e-16
245494_at 5.0556345682594e-16
253233_at 4.39620397239948e-16
258034_at 2.41791218481971e-16
265109_s_at 2.96743768136965e-16
249551_at 2.96743768136965e-15
262880_at 1.31886119171984e-16
266427_at 6.15468556135927e-16
249354_at 5.93487536273929e-16
253525_at 4.85987462775868e-11
245319_at 6.86906870687418e-17
258573_at 3.07734278067963e-16
248075_at 4.61601417101945e-16
260776_at 5.49525496549935e-17
249010_at 4.19562716615875e-15
251685_at 6.53935340894422e-16
258861_at 7.03392635583916e-16
260489_at 1.20895609240986e-16
253005_at 3.73677337653956e-16
263573_at 5.71506516411932e-15
266537_at 3.51696317791958e-16
252888_at 3.13522320218024e-11
266618_at 4.09396494929701e-16
264969_at 5.27544476687937e-16
259990_s_at 6.93775939394292e-14
267048_at 1.96510317566257e-14
248552_at 3.62686827722957e-16
264279_s_at 2.35690276514175e-11
266237_at 1.6485764896498e-16
254819_at 1.02211742358288e-15
251827_at 1.84091041344228e-16
247089_at 4.1763937737795e-16
267442_at 3.57191572757457e-17
254016_at 1.6485764896498e-16
263231_at 1.87404680088424e-13
252629_at 1.86838668826978e-16
253697_at 5.49525496549935e-18
261023_at 4.98216817491034e-10
260272_at 4.09286589830391e-14
251647_at 3.51696317791958e-16
255231_at 1.75848158895979e-16
265880_at 3.62686827722957e-16
266578_at 1.2556657596166e-15
264224_at 8.21870332640082e-14
245215_at 1.41777578109883e-15
265672_at 3.77796031250597e-13
245255_at 9.89145893789882e-17
257759_at 7.47354675307911e-16
249835_s_at 1.26390864206485e-16
260293_at 2.85753258205966e-16
247529_at 1.51119511551232e-17
258860_at 4.72591927032944e-16
256343_at 4.94572946894941e-17
248329_at 4.67096672067444e-17
267461_at 4.80834809481193e-18
245789_at 1.50159463032484e-11
258921_at 9.00226980859214e-11
252410_at 2.5388077940607e-15
247678_at 5.49525496549935e-17
262780_at 8.75339163454391e-14
256150_at 2.80258003240467e-16
250854_at 1.27489915199585e-15
258396_at 1.97829178757976e-16
249291_at 3.10481905550713e-14
261561_at 4.61601417101945e-16
262682_at 1.12876576003756e-10
246303_at 1.97829178757976e-16
250203_at 2.08819688688975e-16
248283_at 4.39620397239948e-16
249127_at 5.49525496549935e-17
257237_at 6.15468556135927e-16
261068_at 1.03036030603113e-17
264301_at 1.1079184662275e-10
250025_at 6.04478046204928e-17
257270_at 3.92910730033203e-16
256491_at 6.86906870687418e-17
246791_at 6.53111052649597e-14
257056_at 3.35521584326507e-12
253159_at 6.37449575997924e-16
246238_at 3.57191572757457e-17
249808_at 5.27544476687937e-16
267414_at 7.14383145514915e-16
261259_at 4.50610907170946e-16
266018_at 1.42876629102983e-16
249125_at 4.69844299550194e-16
253602_s_at 4.06648867446952e-16
253841_at 1.22682590101437e-08
246125_at 7.64630873282442e-09
245029_at 5.49525496549935e-17
248152_at 7.47354675307911e-16
264653_at 1.6485764896498e-16
245306_at 3.24559649721329e-11
264890_at 8.57259774617898e-16
251600_at 3.55213280969878e-14
267059_at 3.24220042964461e-16
265720_at 2.42711673688692e-14
251805_at 2.19810198619974e-16
263031_at 1.37381374137484e-17
262823_at 5.27544476687937e-16
256089_at 3.95658357515953e-16
253912_at 2.63772238343969e-15
265510_at 1.71726717671855e-16
266867_at 7.47354675307911e-16
261577_at 5.71506516411932e-16
259730_at 5.54968106972864e-10
248855_at 4.80834809481193e-18
251986_at 2.96743768136965e-16
257180_at 6.59430595859921e-16
247886_at 9.34193344134889e-17
254750_at 1.97829178757976e-16
267555_at 5.27544476687937e-16
251095_at 7.47354675307911e-16
254527_at 1.53867139033982e-16
244978_at 7.12185043528715e-15
255429_at 3.76424965136705e-16
258198_at 6.04478046204928e-17
266294_at 5.20515940078168e-08
256113_at 1.20895609240986e-16
251183_at 1.97829178757976e-16
251496_at 4.39620397239948e-16
255524_at 1.78046260882179e-15
246584_at 3.43453435343709e-17
265288_at 4.39620397239948e-16
265918_at 2.08819688688975e-16
248709_at 3.51696317791958e-16
255360_at 2.59623320845017e-14
260876_at 8.63291146657831e-11
258856_at 1.13294119763698e-09
267233_s_at 8.79240794479895e-17
256746_at 1.7145195492358e-15
247216_at 3.68182082688456e-15
248812_at 4.67749288547147e-11
248729_at 2.74762748274967e-17
254317_at 3.07734278067963e-16
247748_at 2.31240328948212e-14
263637_at 2.74762748274967e-17
250444_at 2.47286473447471e-17
257377_at 1.45074731089183e-15
245284_at 7.69335695169908e-17
248628_at 1.75848158895979e-16
263205_at 4.68745248557094e-15
260367_at 1.33809458409909e-15
248352_at 8.01449965188287e-13
266192_at 1.09905099309987e-16
257315_at 1.37381374137484e-17
256666_at 4.67096672067444e-17
264091_at 1.37381374137484e-17
259878_at 1.92333923792477e-17
260200_at 3.84667847584954e-17
251063_at 1.64505952647188e-13
267419_at 1.15839974672726e-14
253530_at 2.30800708550973e-16
257181_at 1.32985170165084e-15
248118_at 2.70288666428438e-08
258300_at 2.74762748274967e-16
249685_at 2.5168267741987e-15
254835_s_at 2.30800708550973e-16
247478_at 6.04478046204928e-17
260283_at 1.10124909508607e-14
256814_at 4.1763937737795e-16
249231_at 2.85753258205966e-15
250252_at 2.65970340330168e-15
259591_at 2.94545666150765e-15
259152_at 1.7035290393048e-16
257701_at 1.6485764896498e-16
259928_at 1.20895609240986e-16
245052_at 2.16386380013719e-12
254760_at 2.96743768136965e-16
246325_at 5.12857308741647e-12
245575_at 4.61601417101945e-16
