name degree
252502_at 11
245155_at 3
259640_at 5
248619_at 0
249867_at 4
248043_s_at 2
245254_at 17
245265_at 10
260429_at 0
246108_at 1
255298_at 25
259526_at 18
258338_at 0
262456_at 19
261223_at 1
252870_at 18
255962_at 19
256942_at 6
263706_s_at 14
255856_at 31
256577_at 3
255842_at 0
252178_at 23
254862_at 27
245874_at 3
256774_at 1
252618_at 6
246011_at 8
261407_at 37
246487_at 18
265075_at 4
251524_at 21
263777_at 3
251733_at 3
258537_at 6
266326_at 10
253660_at 5
246687_at 17
260205_at 2
263477_at 36
267517_at 4
257021_at 15
260007_at 19
263421_at 9
259842_at 5
249232_at 8
264348_at 17
263482_at 2
255786_at 3
252954_at 15
245362_at 5
267515_at 15
262569_at 6
255773_at 21
259383_at 2
264843_at 8
256452_at 10
253814_at 4
254512_at 2
248028_at 47
245690_at 27
265724_at 36
255822_at 8
256527_at 13
253740_at 17
254644_at 3
252317_at 3
249071_at 2
267459_at 33
246633_at 1
253754_at 12
250968_at 28
247024_at 2
259853_at 4
263715_at 26
265121_at 11
258189_at 0
246601_at 10
264007_at 24
264521_at 1
261221_at 7
265066_at 18
256766_at 7
262838_at 2
263226_at 1
258851_at 17
249378_at 16
248784_at 23
261518_at 11
256332_at 2
252037_at 0
250217_at 0
258977_s_at 4
267209_at 3
265939_at 8
263498_at 7
260806_at 4
248190_at 5
253405_at 1
264240_at 38
249866_at 13
256057_at 3
258075_at 1
262705_at 0
265547_at 14
249919_at 1
254687_at 6
245555_at 1
247671_at 38
246596_at 8
251984_at 14
257735_at 13
263951_at 2
267123_at 1
247383_at 4
259391_s_at 48
257300_at 21
249813_at 4
248191_at 8
247304_at 1
250413_at 2
245346_at 6
252199_at 8
255450_at 5
254737_at 20
264343_at 26
248568_at 3
248469_at 28
267112_at 14
249325_at 13
259681_at 0
247444_at 7
263252_at 3
260037_at 5
247055_at 11
259596_at 0
252437_at 2
255732_at 37
251982_at 17
249932_at 2
265837_at 13
AFFX-r2-Ec-bioC-5_at 0
260745_at 9
264497_at 0
251586_at 7
259281_at 7
259185_at 11
249046_at 22
255852_at 2
253879_s_at 1
261949_at 22
246603_at 13
255895_at 0
253749_at 8
259789_at 0
260004_at 1
255694_at 3
259264_at 4
246346_at 14
251142_at 6
260831_at 20
255345_at 2
246523_at 1
263480_at 4
258895_at 42
252011_at 19
266989_at 0
249008_at 6
250269_at 12
254923_at 0
259858_at 11
245736_at 1
245598_at 14
246021_at 6
259180_at 28
251050_at 21
245925_at 6
249035_at 7
247246_at 2
253729_at 16
245671_at 5
257382_at 7
245343_at 3
259871_at 3
258003_at 17
247794_at 12
250942_at 3
245422_at 0
253050_at 7
246275_at 34
247549_at 46
267344_at 19
254609_at 24
254250_at 15
248527_at 13
262040_at 26
254543_at 7
247377_at 5
250471_at 12
256617_at 6
248732_at 2
265842_at 10
266395_at 9
248912_at 31
260941_at 3
265277_at 46
254371_at 0
255779_at 22
246573_at 3
266363_at 1
253278_at 30
255604_at 0
261913_at 6
253971_at 4
261598_at 4
255377_at 6
252711_at 15
263979_at 26
253736_at 24
264271_at 1
247059_at 9
249876_at 30
253753_at 18
266222_at 3
266403_at 14
245624_at 15
260948_at 8
249152_s_at 4
249288_at 15
251705_at 5
260221_at 1
263174_at 3
251665_at 2
254221_at 20
253255_at 27
249061_at 6
266223_at 10
264577_at 4
248404_at 5
251306_at 5
251298_at 3
261308_at 6
266790_at 16
261927_at 0
267256_s_at 42
257974_at 9
248807_at 24
265091_s_at 22
261191_at 0
257774_at 1
266965_at 3
259348_at 9
265377_at 22
249911_at 1
265586_at 7
254327_at 5
267076_at 8
264037_at 30
248185_at 20
252692_at 1
250598_at 11
264802_at 11
251395_at 1
246987_at 0
245672_at 1
245392_at 0
262488_at 0
249383_at 0
261717_at 1
254043_at 18
266764_at 5
261247_at 0
248263_at 0
254474_at 12
249576_at 12
252863_at 9
263998_at 3
249918_at 0
250141_at 1
255064_at 0
256937_at 6
260035_at 6
267307_at 2
260472_at 2
253667_at 0
267077_at 0
254321_at 0
260582_at 10
262744_at 0
254175_at 0
262349_at 17
264565_at 0
250149_at 0
267121_at 9
253172_at 0
261926_at 12
246310_at 0
260403_at 2
266362_at 0
253024_at 11
247765_at 9
266474_at 0
265471_at 0
260234_at 13
249045_at 1
248764_at 3
258145_at 1
265334_at 4
266708_at 3
254223_at 2
259403_at 0
259364_at 0
261648_at 1
260637_at 2
263851_at 2
251301_at 2
258418_at 2
256569_at 2
250155_at 1
264937_at 1
259080_at 0
251380_at 1
256122_at 1
253207_at 3
248163_at 4
257636_at 0
261576_at 3
249996_at 0
250971_at 3
245600_at 0
250327_at 2
252293_at 0
249862_at 3
247252_at 1
262750_at 5
247878_at 3
247921_at 1
262399_at 0
249923_at 0
263765_at 2
265333_at 5
247679_at 0
260170_at 1
246114_at 0
251358_at 2
247812_at 1
263914_at 26
267523_at 5
267524_at 4
261211_at 0
245768_at 2
262388_at 1
247474_at 1
267356_at 15
248613_at 4
260309_at 1
262875_at 1
253545_at 6
255957_at 2
251516_s_at 14
264911_at 25
261618_at 5
261373_at 17
255035_at 0
256721_at 0
253048_at 7
256228_at 8
265573_at 0
254280_at 8
248566_s_at 0
262247_at 23
262451_at 6
265869_at 17
260685_at 26
261016_at 3
258723_at 0
246434_at 10
262160_at 1
267001_at 8
256706_at 15
260955_at 2
257666_at 13
264340_at 8
258633_at 3
247964_at 3
258264_at 1
266268_at 8
266187_at 4
246549_at 0
247741_at 8
258148_s_at 8
248773_at 1
261084_at 13
259421_at 1
248309_at 0
265768_at 0
259034_at 0
260548_at 11
245657_at 7
265305_at 7
256902_s_at 8
266892_at 5
265339_at 0
248232_at 13
260629_at 4
249347_at 1
246194_at 9
254574_at 1
257044_at 8
265722_at 3
263330_at 2
264636_at 0
258027_at 19
246371_at 28
258932_at 0
245928_s_at 0
247340_at 10
247814_at 0
257912_at 10
255785_at 3
253722_at 4
256235_at 8
267214_at 4
261036_at 4
260616_at 6
245513_at 4
253079_s_at 3
244943_at 5
264306_at 9
250863_at 2
247434_at 5
245333_at 0
247107_at 1
257191_at 2
247632_at 3
260946_at 0
249753_at 16
245991_at 12
253522_at 2
263502_s_at 7
261895_at 3
254388_at 2
264045_at 17
256225_at 2
254357_at 5
263938_at 10
263333_at 1
252027_at 7
257334_at 5
261572_at 6
256986_at 18
247295_at 5
253502_at 0
254157_at 2
253322_at 11
250409_at 4
245873_at 16
267500_s_at 4
247713_at 2
248878_at 2
255926_at 9
253900_at 2
264344_at 8
246611_at 9
263912_at 26
247418_at 8
247783_at 2
264751_at 1
262574_at 7
257062_at 1
244951_s_at 2
254409_at 6
261821_at 1
247280_at 1
247013_at 0
254328_at 3
264342_at 28
267151_at 0
251855_at 3
254125_at 1
248756_at 0
262277_at 3
246597_at 0
250110_at 2
254770_at 0
261754_at 0
252415_at 0
264200_at 3
258788_at 0
254874_at 2
259766_at 0
245334_at 1
253951_at 2
252712_at 0
248461_s_at 0
255637_at 1
258616_at 1
256548_at 2
250842_at 6
254102_at 1
249187_at 0
258239_at 7
251746_at 0
251150_at 0
245318_at 7
254746_at 2
265057_at 0
246888_at 0
252906_at 0
263628_at 10
249136_at 0
249677_at 13
250682_x_at 10
256096_at 8
250437_at 3
259786_at 5
256020_at 9
259839_at 1
