name cluster
265611_at 3
252014_at 3
252502_at 3
245155_at 3
259640_at 3
248619_at 3
249867_at 3
248043_s_at 3
245254_at 3
245265_at 3
260429_at 3
246108_at 3
255298_at 3
259526_at 3
258338_at 3
262456_at 3
261223_at 3
252870_at 3
255962_at 3
256942_at 3
263706_s_at 3
255856_at 3
256577_at 3
255842_at 3
252178_at 3
254862_at 3
245874_at 3
256774_at 3
252618_at 3
246011_at 3
261407_at 3
246487_at 3
265075_at 3
251524_at 3
263777_at 3
251733_at 3
258537_at 3
266326_at 3
253660_at 3
246687_at 3
260205_at 3
263477_at 3
267517_at 3
257021_at 3
260007_at 3
263421_at 3
259842_at 3
249232_at 3
264348_at 3
263482_at 3
255786_at 3
252954_at 3
245362_at 3
267515_at 3
262569_at 3
255773_at 3
259383_at 3
264843_at 3
256452_at 3
253814_at 3
254512_at 3
248028_at 3
245690_at 3
265724_at 3
255822_at 3
256527_at 3
253740_at 1
254644_at 3
252317_at 3
249071_at 3
267459_at 3
246633_at 3
253754_at 3
250968_at 3
247024_at 3
259853_at 3
263715_at 3
265121_at 3
258189_at 3
246601_at 3
264007_at 3
264521_at 3
261221_at 3
265066_at 3
256766_at 3
262838_at 3
263226_at 3
258851_at 3
249378_at 3
248784_at 1
261518_at 1
256332_at 3
252037_at 3
250217_at 3
258977_s_at 3
267209_at 3
265939_at 3
263498_at 3
260806_at 3
248190_at 3
253405_at 3
264240_at 3
249866_at 3
256057_at 3
258075_at 3
262705_at 3
265547_at 3
249919_at 3
254687_at 3
245555_at 3
247671_at 3
246596_at 3
251984_at 3
257735_at 1
263951_at 3
267123_at 3
247383_at 3
259391_s_at 3
257300_at 3
249813_at 3
248191_at 3
247304_at 3
250413_at 3
245346_at 3
252199_at 3
255450_at 3
254737_at 3
264343_at 3
248568_at 3
248469_at 3
267112_at 3
249325_at 3
259681_at 3
247444_at 3
263252_at 3
260037_at 3
247055_at 3
259596_at 3
252437_at 3
255732_at 3
251982_at 3
249932_at 3
265837_at 3
AFFX-r2-Ec-bioC-5_at 3
260745_at 3
264497_at 3
251586_at 3
259281_at 3
259185_at 3
249046_at 3
255852_at 3
253879_s_at 1
261949_at 3
246603_at 3
255895_at 3
253749_at 3
259789_at 3
260004_at 3
255694_at 3
259264_at 3
246346_at 3
251142_at 3
260831_at 3
255345_at 3
246523_at 3
263480_at 3
258895_at 3
252011_at 3
266989_at 3
249008_at 3
250269_at 3
254923_at 3
259858_at 3
245736_at 3
245598_at 3
246021_at 3
259180_at 3
251050_at 3
245925_at 3
249035_at 3
247246_at 3
253729_at 3
245671_at 3
257382_at 3
245343_at 3
259871_at 3
258003_at 3
247794_at 3
250942_at 3
245422_at 3
253050_at 3
246275_at 3
247549_at 3
267344_at 3
254609_at 3
254250_at 3
248527_at 3
262040_at 3
254543_at 3
247377_at 3
250471_at 3
256617_at 3
248732_at 3
265842_at 3
266395_at 3
248912_at 3
260941_at 3
265277_at 3
254371_at 3
255779_at 3
246573_at 3
266363_at 3
253278_at 3
255604_at 3
261913_at 3
253971_at 3
261598_at 3
255377_at 3
252711_at 3
263979_at 3
253736_at 3
264271_at 3
247059_at 3
249876_at 3
253753_at 3
266222_at 3
266403_at 3
245624_at 3
260948_at 3
249152_s_at 3
249288_at 3
251705_at 3
260221_at 3
263174_at 3
251665_at 3
254221_at 3
253255_at 3
249061_at 3
266223_at 3
264577_at 3
248404_at 3
251306_at 3
251298_at 3
261308_at 3
266790_at 3
261927_at 3
267256_s_at 3
257974_at 3
248807_at 3
265091_s_at 3
261191_at 3
257774_at 3
266965_at 3
259348_at 1
265377_at 3
249911_at 3
265586_at 3
254327_at 1
267076_at 3
264037_at 3
248185_at 1
252692_at 3
250598_at 3
264802_at 1
251395_at 3
246987_at 1
245672_at 1
245392_at 1
262488_at 1
249383_at 3
261717_at 1
254043_at 1
266764_at 1
261247_at 3
248263_at 2
254474_at 3
249576_at 3
252863_at 3
263998_at 4
249918_at 3
250141_at 2
255064_at 1
256937_at 3
260035_at 2
267307_at 3
260472_at 4
253667_at 4
267077_at 2
254321_at 3
260582_at 3
262744_at 1
254175_at 2
262349_at 4
264565_at 4
250149_at 3
267121_at 3
253172_at 4
261926_at 4
246310_at 2
260403_at 2
266362_at 2
253024_at 3
247765_at 3
266474_at 2
265471_at 3
260234_at 3
249045_at 3
248764_at 3
258145_at 3
265334_at 4
266708_at 4
254223_at 3
259403_at 2
259364_at 2
261648_at 1
260637_at 3
263851_at 3
251301_at 3
258418_at 3
256569_at 4
250155_at 3
264937_at 3
259080_at 1
251380_at 1
256122_at 1
253207_at 3
248163_at 1
257636_at 3
261576_at 1
249996_at 4
250971_at 1
245600_at 1
250327_at 3
252293_at 2
249862_at 3
247252_at 3
262750_at 1
247878_at 1
247921_at 2
262399_at 4
249923_at 2
263765_at 3
265333_at 1
247679_at 1
260170_at 1
246114_at 3
251358_at 3
247812_at 1
263914_at 1
267523_at 1
267524_at 1
261211_at 1
245768_at 3
262388_at 2
247474_at 4
267356_at 2
248613_at 1
260309_at 3
262875_at 2
253545_at 1
255957_at 1
251516_s_at 1
264911_at 1
261618_at 2
261373_at 1
255035_at 2
256721_at 4
253048_at 1
256228_at 3
265573_at 2
254280_at 2
248566_s_at 4
262247_at 1
262451_at 1
265869_at 1
260685_at 1
261016_at 3
258723_at 3
246434_at 2
262160_at 2
267001_at 1
256706_at 1
260955_at 1
257666_at 1
264340_at 3
258633_at 3
247964_at 3
258264_at 1
266268_at 1
266187_at 3
246549_at 2
247741_at 2
258148_s_at 1
248773_at 3
261084_at 1
259421_at 2
248309_at 1
265768_at 3
259034_at 3
260548_at 1
245657_at 3
265305_at 1
256902_s_at 1
266892_at 3
265339_at 3
248232_at 1
260629_at 2
249347_at 2
246194_at 2
254574_at 4
257044_at 1
265722_at 3
263330_at 1
264636_at 3
258027_at 1
246371_at 1
258932_at 3
245928_s_at 2
247340_at 1
247814_at 2
257912_at 1
255785_at 2
253722_at 1
256235_at 1
267214_at 1
261036_at 1
260616_at 1
245513_at 1
253079_s_at 2
244943_at 1
264306_at 1
250863_at 2
247434_at 1
245333_at 1
247107_at 1
257191_at 1
247632_at 1
260946_at 1
249753_at 1
245991_at 1
253522_at 1
263502_s_at 1
261895_at 2
254388_at 1
264045_at 1
256225_at 1
254357_at 1
263938_at 1
263333_at 1
252027_at 1
257334_at 1
261572_at 1
256986_at 1
247295_at 1
253502_at 1
254157_at 1
253322_at 1
250409_at 1
245873_at 1
267500_s_at 2
247713_at 1
248878_at 1
255926_at 1
253900_at 1
264344_at 1
246611_at 1
263912_at 1
247418_at 1
247783_at 1
264751_at 1
262574_at 1
257062_at 1
244951_s_at 2
254409_at 1
261821_at 1
247280_at 1
247013_at 1
254328_at 3
264342_at 3
267151_at 2
251855_at 4
254125_at 3
248756_at 2
262277_at 3
246597_at 2
250110_at 4
254770_at 4
261754_at 3
252415_at 2
264200_at 3
258788_at 3
254874_at 3
259766_at 3
245334_at 4
253951_at 3
252712_at 3
248461_s_at 3
255637_at 3
258616_at 4
256548_at 3
250842_at 3
254102_at 3
249187_at 2
258239_at 3
251746_at 3
251150_at 2
245318_at 3
254746_at 3
265057_at 3
246888_at 3
252906_at 3
263628_at 3
249136_at 3
249677_at 3
250682_x_at 3
256096_at 3
250437_at 3
259786_at 3
256020_at 3
259839_at 3
